RecordNumber,Company_Name,Address,Phone,FAX,Notes,Website
1523,"Etech, Inc","1903 Berry Dr. Nacogdoches, TX 75964",936-559-2200,936-559-2225 fax,,
1524,Farstar,"1302 East Collins Blvd. Richardson, TX 75081",214-704-8517,22145769848 fax,,
1525,"Focus Direct, Inc., a DMH Company","9707 Broadway San Antonio, TX 78217-0568",800-299-9185,210-804-1071 fax,,
1526,Fossil,"2280 N. Greenville Ave Richardson, TX 75082",800-699-9580,469-587-2995 fax,,
1527,Freeman Decorating Co.,"1600 Viceroy Suite 100 Dallas, TX 89119",214-445-1000,7022639264 fax,,
1528,Frost Bank,"100 W. Houston Street PO Box 1600 San Antonio, TX 78205-1414",1-210-220-5155,,,
1529,"Gibson Direct, Inc.","204 Plantation Coppell, TX 75019",972-462-7580,,,
1530,Globe Life And Accident Insurance Company,"3700 Stonebridge Dr. Mc Kinney, TX 75070",405-270-1191,,,
1531,GS Marketing,"1345 Enclave Parkway Houston, TX 77077",713-580-3900,713-580-5935 fax,,
1532,GSD&M Idea City,"828 W. 6th Street Austin, TX 78703",512-242-4736,512-242-8959 fax,,
1533,"Hennerberg Group, Inc.","5501 Willow Lane Colleyville, TX 76034-5149",817-318-8100,,,
1534,Invenio Marketing Solutions,"1905 Cramer Ln Austin, TX 78758",540-409-4801,,,
1535,IVIE,"601 Silveron Blvd Suite 200 Flower Mound, TX 75028",972-899-5000,,,
1536,Javelin,"7850 N Belt Line Rd Irving, TX 75063-6062",972-443-7000,,,
1537,KIMBIA,"1050 E 11th St Ste 200 Austin, TX 78702",512-474-4447,,,
1538,King Ranch Saddle Shop,"P. O. Box 1594 Kingsville, TX 78364-1594",361-595-1424,,,
1539,"Lockhart Industries, Inc.","9610 Skillman St Dallas, TX 75243-8202",214-348-1422,,,
1540,Manning Media International,"2128 Surrey Lane McKinney, TX 75070-7132",972-562-6960,972-542-3336 fax,,
1541,Market Approach Consulting,"111 E Center St P.O. Box 788 Lorena, TX 76655-0788",254-857-7017,254-857-7011 fax,,
1542,Mentoring Minds,"4882 Hightech Drive Tyler, TX 75703",903-509-4002,,,
1543,MLS Data Management Solutions,"200 North Mesquite Street Arlington, TX 76011-7525",817-804-6900,817-804-6999 fax,,
1544,Mr. Electric,"1020 N. University Parks Dr Waco, TX 76707",254-759-5861,866-339-0691 fax,,
1545,MT&L (Magnetic Ticket & Label Corp.),"8719 Diplomacy Row Dallas, TX 75247",214-634-8600,214-634-1562 fax,,
1546,National Envelope Company,"3211 Internet Boulevard Suite 200 Frisco, TX 75034",972-731-1100,972-731-1118 fax,,
1547,Promotional Products Association International - PPAI,"3125 Skyway Circle North Irving, TX 75038",972-258-3063,972-594-4063 fax,,
1548,QuantumDigital,"P. O. Box 140825 Austin, TX 78714-0825",800-637-7373,512-837-2777 fax,,
1549,RadioShack Corporation,"300 Radioshack Cir MS CF7-331 Fort Worth, TX 76102-1964",817-415-3011,,,
1550,Razor,"15851 Dallas Parkway Suite 725 Addison, TX 75001-3360",972-663-1100,214-742-1655 fax,,
1551,Results Generation,"8127 Mesa Drive, Suite B206-319 Austin, TX 78759",512-696-1536,,,
1552,RSI,"5151 Belt Line Road, Suite 900 Dallas, TX 75254",214-866-7500,214-866-7751 fax,,
1553,Sir Speedy Amarillo,"416 West 18th Street Amarillo, TX 79101",806-342-0606,,,
1554,Sir Speedy Austin,"211 East 7th Street Ste 100 Austin, TX 78701",512-472-4090,,,
1555,Sir Speedy Houston,"13240 Hempstead 216 Houston, TX 77040",713-462-0900,,,
1556,Society of Petroleum Engineers,"222 Palisades Creek Dr Richardson, TX 75080-2040",972-952-9393,,,
1557,Specialized Association Services,"130 E. John Carpenter Irving, TX 75062-2708",469-524-5122,,,
1558,Spirit Direct Marketing Services,"10330 Green Tree Houston, TX 77041",281-496-5614,281-496-9920 fax,,
1559,Stirista Global,"1100 NW Loop 410 Suite 700, Box 13 San Antonio, TX 78213",210-858-6844,210-693-1209 fax,,
1560,STRATMARK,"855 E. Collins Boulevard Richardson, TX 75081",972-664-1115,972-664-1120 fax,,
1561,Susan G. Komen for the Cure,"5005 Lyndon B Johnson Fwy Ste 250 Dallas, TX 75244-6125",972-855-1600,,,
1562,SWBC,"9311 San Pedro Ave Ste 600 San Antonio, TX 78216-4459",210-525-1241,,,
1563,Targetbase,"7850 N. Belt Line Rd. Irving, TX 75063",972-506-3400,972-506-3818 fax,,
1564,The Houston Chronicle,"801 Texas Avenue Suite #300 Houston, TX 77002-2996",713-362-7171,,,
1565,TKL Interactive,"3700 Standridge Dr Ste. 210 The Colony, TX 75056-4149",972-370-7878,972-370-7879 fax,,
1566,Tocquigny Advertising Interactive & Marketing,"401 Congress Avenue 17th Floor Austin, TX 78701-3744",512-532-2800,512-328-5645 fax,,
1567,True Auto,"3100 West 7th Suite 210 Ft Worth, TX 76107",817-751-7273,,,
1568,UCS-Universal Computer Systems,"6700 Hollister  Houston , TX 77040-5331",713-718-1800,713-718-1417 fax,,
1569,United Debt Services,"2611 Internet Blvd, Ste 201 Frisco, TX 75034",972-849-3669,,,
1570,University of North Texas,"PO Box 311460 Denton, TX 76203-1460",940-565-2205,,,
1571,USAA,"9800 Fredericksburg Rd San Antonio, TX 78240-4100",800-531-8722,,,
1572,"Who's Calling","200 Quality Circle College Station, TX 77845",866-382-2222,888-789-1998 fax,,
1573,Access Development,"PO Box 27563 Salt Lake City, UT 84127-0563",800-840-0032,,,
1574,"American Name Services, Inc.","774 South 400 E. Orem, UT 84097-6322",801-235-8061,801-764-0613 fax,,
1575,"Children's Miracle Network","205 W 700 S Salt Lake City, UT 84101-2726",801-214-7400,,,
1576,Chuck Sharp,"230 South 500 West Suite 215 Salt Lake City, UT 84101",801-575-6000,,,
1577,Datamark,"2305 Presidents Drive Salt Lake City, UT 84120",801-886-2002,,,
1578,Equitable Life & Casualty,"3 Triad Ctr Ste 200 Salt Lake City, UT 84180-1200",801-579-3400,,,
1579,Merrick Bank,"10705 S Jordan Gtwy Ste 200 South Jordan, UT 84095-3977",801-545-6647,,,
1580,Rastar,"2211 W 2300 S Salt Lake City, UT 84119-2019",801-973-6720,801-973-7149 fax,,
1581,"Response Agency, Inc.","936 Granite Peak Drive Suite 1100 Sandy, UT 84094",801-352-9100,,,
1582,Stephen Kimball DM Copywriting,"9489 N. Canyon Heights Dr. Cedar Hills, UT 84062-8812",801-796-7234,801-796-5799 fax,,
1583,ThomasArts,"PO Box 70 Farmington, UT 84025",801-451-5365,,,
1584,"All-n-One List Marketing, Inc.","PO Box 862 Fishersville, VA 22939-0862",703-717-5621,703-286-5418 fax,"...All-n-One List Marketing is a full service list brokerage and list management company. We serve fundraisers, business to business and...",http://www.allinonelistmarketing.com
1585,Atlantic List Company,"2425 Wilson Blvd., Ste. 500 Arlington, VA 22201-3326",703-528-7482,703-528-7492 fax,...Atlantic List is an employee-owned company supplying an array of list consulting services to the direct response community. Founded...,http://www.atlanticlist.com
1586,Chapman Cubine Adams + Hussey,"1600 Wilson Blvd., Suite 300 Arlington, VA 22209-2505",703-302-8250,703-248-0029 fax,...Chapman Cubine Adams + Hussey can provide your nonprofit organization with award-winning creative that truly demonstrates the power of direct...,http://www.ahadirect.com/Portals/70365/splash/spla
1587,"Craver, Mathews, Smith & Co.","8000 Towers Crescent Dr. Suite 1554 Vienna, VA 22182",703-258-0000,703-258-0001 fax,...Everything that we do at CMS is guided by this basic principle. That’s because at CMS we want to make a...,http://www.craveronline.com
1588,D2K Corp.,"226 Pleasant Lane Massanutten, VA 22840",919-368-1079,,...Are you satisfied with the number of new customers you acquire each month? Are you sure your customer acquisition efforts are...,http://www.d2kcorp.com
1589,"EdgeMark Partners, Inc.","4510 Cox Rd Ste. 305 Glen Allen, VA 23060-6759",804-967-2000,804-967-2111 fax,"...At EdgeMark, were intent on creating brand advantage -- and getting the results you want for your marketing investment --...",http://www.edgemarkpartners.com
1590,Huntsinger & Jeffer,"809 Brook Hill Circle Richmond, VA 23227",804-266-2499,804-266-8563 fax,"...Since 1964, Huntsinger & Jeffer has been an industry leader in creating effective, efficient targeted marketing for commercial and non-profit...",http://www.huntsinger-jeffer.com
1591,INTEGRAM,"22695 Commerce Center CT Dulles, VA 20166",703-849-1700,703-849-0056 fax,"...INTEGRAM's Menu of Turn-Key Marketing Solutions are UnrivaledAs a one-stop-shop, INTEGRAM will coordinate all aspects of your project from start...",http://www.integram.com
1592,Magnets USA,"817 Connecticut Ave., NE Roanoke, VA 24012-5317",800-869-7562,800.788.6872 fax,...Pre-order Magnetic Football Schedules and Get our Best Prices of the Year! A proven part of the successful agents game plan....,http://www.magnetsusa.com
1593,Mail America Communications,"1174 Elkton Farm Rd Forest, VA 24551-2128",434-534-8000,434-534-8047 fax,"...Seventeen years ago, we envisioned a full service direct mail company where the client's entire mail package could be produced...",http://www.mail-america.com
1594,Relevate,"6883 Commercial Dr. Springfield, VA 22159",703-658-8300,703-658-8301 fax,"...Relevate (formerly Telematch and Phoenix Data Processing) builds, manages and analyzes data in order to provide behavioral targeting and data...",http://www.relevategroup.com
1595,Advanced Technology Marketing,"1805 Library Street, Ste 200 Reston, VA 20190",703-925-7775,703-925-5555 fax,,
1596,Airlines Reporting Corporation,"3000 Wilson Blvd. Suite 300 Arlington, VA 22201",703-816-8000,,,
1597,AlphaGraphics,"8157 Staples Mill Rd Richmond, VA 23228-2751",804-627-0500,804-627-0526 fax,,
1598,American Diabetes Association,"1701 North Beauregard Street Alexandria, VA 22311-1733",703-549-1500,,,
1599,BMD,"901 N. Washington St., 3rd Fl. Alexandria, VA 22314-5509",703-549-3500,703-549-2358 fax,,
1600,Capitol Hill Lists,"202 Church Street Suite #100 Leesburg, VA 20175",706-546-0282,404-759-2018 fax,,
1601,"Carol Enters List Co., Inc. (CELCO)","9663 C Main Street Fairfax, VA 22031-3758",703-425-0052,703-425-0056 fax,,
1602,ChildFund International,"2821 Emerywood Pkwy Richmond, VA 23294-3726",804-756-2700,,,
1603,"Christian Relief Services Charities, Inc.","2550 Huntington Avenue Suite 200 Alexandria, VA 22303-1400",703-317-9086,,,
1604,Click2Mail,"3103 10th ST N Suite 201 Arlington, VA 22201-2191",703-521-9029,703.358.8811 fax,,
1605,Colonial Williamsburg Foundation,"P. O. Box 1776 Williamsburg, VA 23187-1776",757-229-1000,,,
1606,"Customink, LLC","7902 Westpark Dr. McLean, VA 22102",703-891-5264,,,
1607,Darden Executive Education University of Virginia Darden School of Business,"PO Box 7186 Charlottesville, VA 22906-7186",434-924-3904,,,
1608,DeHart & Darr Associates,"1360 Beverly Rd., Ste. 201 Mc Lean, VA 22101-3647",703-448-1000,,,
1609,Direct Mail Solutions,"4500 Sarellen Richmond, VA 23230",804-254-8300,630-653-7144 fax,,
1610,"Dominion Retail, Inc.","120 Tredegar Street Richmond, VA 22209",804-771-6886,866-645-9811 fax,,
1611,"Eberle Communications Group, Inc","1420 Spring Hill Rd. Ste. 490 Mc Lean, VA 22102-3028",703-893-1095,703-821-0920 fax,,
1612,Eloqua Corporation,"1921 Gallows Road Suite 250 VIenna, VA 22182-3900",866-327-8764,925-399-6105 fax,,
1613,Foxhall Corporation,"6849 Old Dominion Drive Ste. 320 Mc Lean, VA 22101-3791",703-749-3102,703-749-5332 fax,,
1614,Globalization Partners,"1600 Tysons Blvd Mc Lean, VA 22102",866-272-5874,,,
1615,HSP Direct,"13755 Sunrise Valley Dr Ste 450 Herndon, VA 20171-4682",703-793-3220,703-793-3221 fax,,
1616,INFOCUS Marketing,"4245 Sigler Road Warrenton, VA 20187",540-428-3240,866-708-5478 fax,,
1617,Integrated Direct Marketing,"12120 Sunset Hills Road Suite 450 Reston, VA 20190",703-547-4961,703-547-4962 fax,,
1618,"International Media Consulting, LLC","11233 Hunting Horn Lane Reston, VA 20191",703-629-8986,,,
1619,Intersections,"3901 Stonecroft Blvd Chantilly, VA 20151-1032",703-488-6100,,,
1620,JetSpring,"4022 Monument Ave Richmond, VA 23230-3908",804-921-3199,804-359-1686 fax,,
1621,Liberty Tax Service,"1716 Corporate Landing Parkway Virginia Bch, VA 23454",757-493-8855 x8115,,,
1622,"Marketing1by1, LLC","11350 Random Hills Road Suite 800 Fairfax, VA 22030",703-934-6020,703-591-3049 fax,,
1623,Martin Contact - A Division of the Martin Agency,"One Shockoe Plz. Richmond, VA 23219-4151",804-698-8000,804-698-8921 fax,,
1624,McClung Companies,"550 Commerce Avenue Waynesboro, VA 22980",540-949-8139,,,
1625,"Membership Marketing Partners, LLC","11250 Waples Mill Rd. Ste 310 Fairfax, VA 22030",703-272-1505,,,
1626,"MicroStrategy, Inc.","1850 Towers Crescent Plaza Tysons Corner, VA 22182",703-848-8600,,,
1627,MINDset Direct,"1208 N Inglewood St Arlington, VA 22205-2461",703-538-6463,,,
1628,National Relief Charities,"13318 Airpark Dr Elkwood, VA 22718-1760",540-825-5950,,,
1629,National Rifle Association of America,"11250 Waples Mill Rd. Fairfax, VA 22030-7400",703-267-1000,,,
1630,National Wildlife Federation,"11100 Wildlife Center Dr Reston, VA 20190-5362",703-438-6000,,,
1631,Navy Federal Credit Union,"820 Follin Ln SE Vienna, VA 22180-4907",888-842-6328,,,
1632,"NeuStar, Inc.","46000 Center Oak Plaza Sterling, VA 20166",571-434-5400,571-434-3535 fax,,
1633,Newspaper Association Of America,"4401 Wilson Blvd. Ste. 900 Arlington, VA 22203-4195",703-902-1600,,,
1634,Nexus Direct,"2101 Parks Avenue Suite 600 Virginia Beach, VA 23451",800-965-0577,757-340-5980 fax,,
1635,"O'Neill Marketing Company","10805 Main Street, #400 Fairfax, VA 22030-4900",703-934-0272,703-934-0273 fax,,
1636,Opower,"1515 North Courthouse Road Arlington, VA 22201",703-778-4544,,,
1637,PBS Distribution,"2100 Crystal Drive Arlington, VA 22202",703-208-0744,,,
1638,Printegration,"2200 Tomlynn Street Henrico, VA 23230",804-358-3493,804-358-2764 fax,,
1639,Production Solutions,"1953 Gallows Rd., Ste. 600 Vienna, VA 22182",703-734-5700,703-734-0136 fax,,
1640,Project HOPE,"255 Carter Hall Ln Millwood, VA 22646-0255",540-837-2100,,,
1641,Quarles Petroleum Inc.,"1701 Fall Hill Avenue Suite 200 Fredericksburg, VA 22401",450-361-4849,,,
1642,RedEngine Digital,"1485 Chain Bridge Rd Suite 305 Mc Lean, VA 22101-4501",703-556-8489,,,
1643,"Response Dynamics, Inc.","2070 Chain Bridge Rd. Ste. 520 Vienna, VA 22182-2569",703-442-7595,,,
1644,Ricoh Production Printing,"2000 N. 15th St Suite 250 Arlington, VA 22201",800-524-1801,,,
1645,Robertson Mailing List Company,"44084 Riverside Pkwy Suite 350 Leesburg, VA 20176",703-726-2822,703-726-9882 fax,,
1646,"S. Wallace Edwards & Sons, Inc.","P. O. Box 25 Surry, VA 23883-0025",757-294-3121,,,
1647,SCA Direct,"11200 Waples Mill Rd. Ste. 150 Fairfax, VA 22030-6077",703-293-6339,703-293-2301 fax,,
1648,Sir Speedy Printing & Marketing Services,"22 Church Ave, SW Roanoke, VA 24011",540-344-8550,,,
1649,Sir Speedy Printing and Marketing,"60 W. Mercury Blvd. Hampton, VA 23669",757-838-5500,,,
1650,Specialized Information Publishers Association (SIPA),"8229 Boone Blvd Ste 260 Vienna, VA 22182-2661",703-992-9339,,,
1651,Stateside Associates,"2300 Clarendon Blvd Fl 4 Arlington, VA 22201-3398",703-525-7466 x228,,,
1652,Stateside Associates,"2300 Clarendon Blvd Fl 4 Arlington, VA 22201-3398",703-525-7466 x228,,,
1653,Stateside Associates,"2300 Clarendon Blvd Fl 4 Arlington, VA 22201-3398",,,,
1654,Strategic Software Systems,"1508 Willow Lawn Drive Suite 111 Richmond, VA 23230",804-288-8827,,,
1655,Sustainable Forestry Initiative Inc. (SFI),"1600 Wilson Boulevard, #810 Arlington, VA 22209",202-596-3450,202-596-3451 fax,,
1656,TARGUSinfo,"8010 Towers Crescent Drive, 5th Floor Vienna, VA 22182",800-682-7487,703-272-6201 fax,,
1657,"The Christian Broadcasting Network, Inc.","977 Centerville Tpke Virginia Beach, VA 23463-1001",757-226-3542,,,
1658,The Data Center,"11210 Waples Hill Rd. Ste. 100 Fairfax, VA 22030-6036",703-359-2400,703-359-2644 fax,,
1659,The Lukens Company,"2800 Shirlington Road 9th Floor Arlington, VA 22206",703-845-8484,,,
1660,The Nature Conservancy,"4245 N. Fairfax Dr. Arlington, VA 22203-1650",703-841-5300,,,
1661,The Teaching Company,"4151 Lafayette Center Dr Chantilly, VA 20151-1232",703-502-7300,,,
1662,TMA Direct,"12120 Sunset Hills Road Suite 450 Reston, VA 20190",703-547-4940,703-547-4979 fax,,
1663,"Tridium, Inc","3951 Westerre Parkway Suite 350 Richmond, VA 23233",804-525-1648,,,
1664,"United Service Organizations, Inc. (USO)","2111 Wilson Blvd Suite 1200 Arlington, VA 22201",703-908-6466,,,
1665,USA Today,"7950 Jones Branch Dr. Mc Lean, VA 22102-3302",703-854-3400,,,
1666,"Veritas Analytics, Inc.","21351 Gentry Dr Sterling, VA 20166-8510",703-707-5620,703-707-6464 fax,,
1667,Washington Gas Energy Services,"13865 Sunrise Valley Drive Suite 200 Herndon, VA 20171-6189",703-793-7500,,,
1668,West Cary Group,"5 West Cary St Richmond, VA 23220",804-343-2029,,,
1669,800response,"200 Church Street Burlington, VT 05401",802-860-0378,800-NEW-ORDER fax,"...800response is North Americas premier provider of vanity numbers, like 1-800-NEW-CARS and 1-800-NEW-BATH, and offers the broadest selection available today....",http://www.800response.com
1670,"Datamann, Inc.","P. O. Box 1930 Wilder, VT 05088-1930",802-295-6600,802-296-3623 fax,"...Datamann provides a wide range of scaleable, cost-effective solutions for multi-channel marketers including:Order Management and Fulfillment SoftwareWarehouse Management SoftwareeCommerce InterfaceRetail...",http://www.datamann.com
